8,400
12,450
12,400
12,450
12,350
8,300
8,250
12,200
16,300
20,350
20,400
20,450
20,550
16,500
16,250
20,200
24,200
28,250
28,400
28,450
28,350
24,300
24,550
28,500
32,400
36,450
36,400
36,450
36,350
32,300
32,250
36,200
40,300
44,350
44,400
44,450
44,550
40,500
40,250
44,200
48,200
52,250
52,400
52,450
52,350
48,300
48,550
52,500
56,400
60,450
60,400
60,450
60,350
56,300
56,250
60,200
64,300
68,350
68,400
68,450
68,550
64,500
64,250
68,200
72,200
76,250
76,400
76,450
76,350
72,300
72,550
76,500
80,400
84,450
84,400
84,450
84,350
80,300
80,250
84,200
88,300
92,350
92,400
92,450
92,550
88,500
88,250
92,200
96,200
100,250
100,400
100,450
100,350
96,300
96,550
100,500
104,400
108,450
108,400
108,450
108,350
104,300
104,250
108,200
112,300
116,350
116,400
116,450
116,550
112,500
112,250
116,200
120,200
124,250
124,400
124,450
124,350
120,300
120,550
124,500
128,400
132,450
132,400
132,450
132,350
128,300
128,250
132,200
136,300
140,350
140,400
140,450
140,550
136,500
136,250
140,200
144,200
148,250
148,400
148,450
148,350
144,300
144,550
148,500
152,400
156,450
156,400
156,450
156,350
152,300
152,250
156,200
160,300
164,350
164,400
164,450
164,550
160,500
160,250
164,200
168,200
172,250
172,400
172,450
172,350
168,300
168,550
172,500
176,400
180,450
180,400
180,450
180,350
176,300
176,250
180,200
184,300
188,350
188,400
188,450
188,550
184,500
184,250
188,200
192,200
196,250
196,400
196,450
196,350
192,300
192,550
196,500
200,400
204,450
204,400
204,450
204,350
200,300
200,250
204,200
208,300
212,350
212,400
212,450
212,550
208,500
208,250
212,200
216,200
220,250
220,400
220,450
220,350
216,300
216,550
220,500
224,400
228,450
228,400
228,450
228,350
224,300
224,250
228,200
232,300
236,350
236,400
236,450
236,550
232,500
232,250
236,200
240,200
244,250
244,400
244,450
244,350
240,300
240,550
244,500
248,400
252,450
252,400
252,450
252,350
248,300
248,250
252,200
256,300
260,350
260,400
260,450
260,550
256,500
256,250
260,200
264,200
268,250
268,400
268,450
268,350
264,300
264,550
268,500
272,400
276,450
276,400
276,450
276,350
272,300
272,250
276,200
280,300
284,350
284,400
284,450
284,550
280,500
280,250
284,200
288,200
292,250
292,400
292,450
292,350
288,300
288,550
292,500
296,400
300,450
300,400
300,450
300,350
296,300
296,250
300,200
304,300
308,350
308,400
308,450
308,550
304,500
304,250
308,200
312,200
316,250
316,400
316,450
316,350
312,300
312,550
316,500
320,400
324,450
324,400
324,450
324,350
320,300
320,250
324,200
328,300
332,350
332,400
332,450
332,550
328,500
328,250
332,200
336,200
340,250
340,400
340,450
340,350
336,300
336,550
340,500
344,400
348,450
348,400
348,450
348,350
344,300
344,250
348,200
352,300
356,350
356,400
356,450
356,550
352,500
352,250
356,200
360,200
364,250
364,400
364,450
364,350
360,300
360,550
364,500
368,400
372,450
372,400
372,450
372,350
368,300
368,250
372,200
376,300
380,350
380,400
380,450
380,550
376,500
376,250
380,200
384,200
388,250
388,400
388,450
388,350
384,300
384,550
388,500
392,400
396,450
396,400
396,450
396,350
392,300
392,250
396,200
400,300
404,350
404,400
404,450
404,550
400,500
400,250
404,200
408,200
412,250
412,400
412,450
412,350
408,300
408,550
412,500
416,400
420,450
420,400
420,450
420,350
416,300
416,250
420,200
424,300
428,350
428,400
428,450
428,550
424,500
424,250
428,200
432,200
436,250
436,400
436,450
436,350
432,300
432,550
436,500
440,400
444,450
444,400
444,450
444,350
440,300
440,250
444,200
448,300
452,350
452,400
452,450
452,550
448,500
448,250
452,200
456,200
460,250
460,400
460,450
460,350
456,300
456,550
460,500
464,400
468,450
468,400
468,450
468,350
464,300
464,250
468,200
472,300
476,350
476,400
476,450
476,550
472,500
472,250
476,200
480,200
484,250
484,400
484,450
484,350
480,300
480,550
484,500
488,400
492,450
492,400
492,450
492,350
488,300
488,250
492,200
496,300
500,350
500,400
500,450
500,550
496,500
496,250
500,200
504,200
508,250
508,400
508,450
508,350
504,300
504,550
508,500
512,400
516,450
516,400
516,450
516,350
512,300
512,250
516,200
520,300
524,350
524,400
524,450
524,550
520,500
520,250
524,200
528,200
532,250
532,400
532,450
532,350
528,300
528,550
532,500
536,400
540,450
540,400
540,450
540,350
536,300
536,250
540,200
544,300
548,350
548,400
548,450
548,550
544,500
544,250
548,200
552,200
556,250
556,400
556,450
556,350
552,300
552,550
556,500
560,400
564,450
564,400
564,450
564,350
560,300
560,250
564,200
568,300
572,350
572,400
572,450
572,550
568,500
568,250
572,200
576,200
580,250
580,400
580,450
580,350
576,300
576,550
580,500
584,400
588,450
588,400
588,450
588,350
584,300
584,250
